username,to,text,retweets,favorites,replies,id,permalink,author_id,date,formatted_date,mentions,hashtags,geo,urls
FriendsOScience,FriendsOScience,"We even sent this press release across North America on Jan 17, 2019 - but I guess CBC doesn't read the news or something. They're on our distribution list. https://www.prweb.com/releases/dark_green_money_reveals_vast_self_dealing_network_in_canadas_climate_change_leadership_like_green_new_deal_proposal_says_friends_of_science/prweb16037755.htm … #ableg #abpoli #abvote #cdnpoli pic.twitter.com/EVm3IUCuxu",6,9,1,1117215680078606337,https://twitter.com/FriendsOScience/status/1117215680078606337,1004694289,2019-04-13 23:59:09+00:00,Sat Apr 13 23:59:09 +0000 2019,,#ableg #abpoli #abvote #cdnpoli,,https://www.prweb.com/releases/dark_green_money_reveals_vast_self_dealing_network_in_canadas_climate_change_leadership_like_green_new_deal_proposal_says_friends_of_science/prweb16037755.htm
Pickfair,martinpwilkins,#cdnpoli #Trudeaumustgo #canadaisbroken #trudeauisdangeroushttps://twitter.com/martinpwilkins/status/1117108939777134592 …,0,0,0,1117215625040973825,https://twitter.com/Pickfair/status/1117215625040973825,57066036,2019-04-13 23:58:56+00:00,Sat Apr 13 23:58:56 +0000 2019,,#cdnpoli #Trudeaumustgo #canadaisbroken #trudeauisdangeroushttps,,https://twitter.com/martinpwilkins/status/1117108939777134592
rob_bieber,Daveddbald1,You're kidding right? Record low unemployment and all world indexes have us in the top 10. We are doing better than we have in decades. Look at actual statistics not fake news. #CDNpoli,0,0,1,1117215574571016192,https://twitter.com/rob_bieber/status/1117215574571016192,61198294,2019-04-13 23:58:44+00:00,Sat Apr 13 23:58:44 +0000 2019,,#CDNpoli,,
suestroud,gtlem,"No there isn't. one single toe into white supremacy & hate and you are all in, there are no degrees of hate. #cdnpoli",0,3,0,1117215533328297984,https://twitter.com/suestroud/status/1117215533328297984,37552089,2019-04-13 23:58:34+00:00,Sat Apr 13 23:58:34 +0000 2019,,#cdnpoli,,
iffat9,,Crisis in #Cameroon sparks calls for Canadian help (2018) #cdnpoli https://www.theglobeandmail.com/world/article-crisis-in-cameroon-sparks-calls-for-canadian-help/ …,21,14,3,1117215410078797825,https://twitter.com/iffat9/status/1117215410078797825,281066405,2019-04-13 23:58:05+00:00,Sat Apr 13 23:58:05 +0000 2019,,#Cameroon #cdnpoli,,https://www.theglobeandmail.com/world/article-crisis-in-cameroon-sparks-calls-for-canadian-help/
PeterJodway,PeterJodway,"If the polls are still as close as they are, with months still to go, after the #cirquedufils that #cdnpoli has been since February... It supports the argument that Scheer is a duffer and couldn't win leg race against a sea turtle.",0,0,0,1117215277018701824,https://twitter.com/PeterJodway/status/1117215277018701824,961821473190043648,2019-04-13 23:57:33+00:00,Sat Apr 13 23:57:33 +0000 2019,,#cirquedufils #cdnpoli,,
RChilderhose,nspector4,What he says and does have been consistently inconsistent. #cdnpoli,0,0,0,1117215236400881665,https://twitter.com/RChilderhose/status/1117215236400881665,23545500,2019-04-13 23:57:23+00:00,Sat Apr 13 23:57:23 +0000 2019,,#cdnpoli,,
Maggie0101,Robert_Deragon,"L’horreur n’est même + ce discours menaçant mais le fait que médias,élus et gôchistes les laisse faire sans broncher Quelle civilisation ds l’histoire a accepté, voire même aidé,un ennemi à l’envahir pr le conquérir?C’est quoi ce monde nouveau rempli de débiles? #polqc #polcan",11,17,2,1117215063293796352,https://twitter.com/Maggie0101/status/1117215063293796352,560597280,2019-04-13 23:56:42+00:00,Sat Apr 13 23:56:42 +0000 2019,,#polqc #polcan,,
ThePhotowagon,MuskokaMoneybag,Calling out #HowdyDoodyAndy and the #ProudBoysInShortPants of the #PartyOfYesteryear. #ScheerHypocrisy #ScheerLies #NeverTrustAConservative #cdnpoli https://twitter.com/MuskokaMoneybag/status/1117201933624700928 …,0,0,0,1117214970327048194,https://twitter.com/ThePhotowagon/status/1117214970327048194,21547158,2019-04-13 23:56:20+00:00,Sat Apr 13 23:56:20 +0000 2019,,#HowdyDoodyAndy #ProudBoysInShortPants #PartyOfYesteryear #ScheerHypocrisy #ScheerLies #NeverTrustAConservative #cdnpoli,,https://twitter.com/MuskokaMoneybag/status/1117201933624700928
CentristsCanada,SenatorHousakos,"The whole conservative party is based on Trump ideology, racism, hatred for immigrants, First Nations, Anti-Semitic and Islamophobic, now you can decide where you stand by denying racism and white supremacy as a threat to Canadians #cdnpoli #cdnmediahttps://twitter.com/SenatorHousakos/status/1117167450892767233 …",0,0,1,1117214812805767174,https://twitter.com/CentristsCanada/status/1117214812805767174,1094075033180426240,2019-04-13 23:55:42+00:00,Sat Apr 13 23:55:42 +0000 2019,,#cdnpoli #cdnmediahttps,,https://twitter.com/SenatorHousakos/status/1117167450892767233
