username,to,text,retweets,favorites,replies,id,permalink,author_id,date,formatted_date,mentions,hashtags,geo,urls
KaydenLester,ChrisParry,That survey or poll is a blatant lie. Canada is for sure not at the top. I’ve seen my Canada deteriorate the last five years big time #CdnPoli #abpoli #skpoli #onpoli,0,2,1,1144757332376580096,https://twitter.com/KaydenLester/status/1144757332376580096,716715858203049984,2019-06-28 23:59:51+00:00,Fri Jun 28 23:59:51 +0000 2019,,#CdnPoli #abpoli #skpoli #onpoli,,
MurrmanMurray,karinagould,"I think most Cdns would support your plan more if it was actually predicted to work. As it stands now, it wont accomplish the goal of reaching our Paris targets and it pisses people off. If you're going to risk a backlash vote, shouldn't it be for something that works? #cdnpoli pic.twitter.com/0OADPrZBG8",0,1,0,1144757264529575936,https://twitter.com/MurrmanMurray/status/1144757264529575936,917235508375314432,2019-06-28 23:59:35+00:00,Fri Jun 28 23:59:35 +0000 2019,,#cdnpoli,,
nancyosk1,OntAutism,I know many parents/caregivers/professionals want to read the details first. The quotes appear promising though. Please share @Roman_Baber baber #AutismDoesntEndAtFord #onpoli #cdnpoli #canada #ReleaseBaberReport,4,5,0,1144757245483388929,https://twitter.com/nancyosk1/status/1144757245483388929,3355220261,2019-06-28 23:59:30+00:00,Fri Jun 28 23:59:30 +0000 2019,@Roman_Baber,#AutismDoesntEndAtFord #onpoli #cdnpoli #canada #ReleaseBaberReport,,
DrGillLeighton,smkdattazz,Hilarious. Of course the paid #Canadian media are falling over themselves to paint a 180 degree opposite picture of what actually happens. No one likes or respects @JustinTrudeau - we can't wait to get rid of him in October #elxn43 #cdnpoli #onpoli @AndrewScheerhttps://twitter.com/smkdattazz/status/1144746496262311937 …,0,1,0,1144757198163271680,https://twitter.com/DrGillLeighton/status/1144757198163271680,47870267,2019-06-28 23:59:19+00:00,Fri Jun 28 23:59:19 +0000 2019,@JustinTrudeau @AndrewScheerhttps,#Canadian #elxn43 #cdnpoli #onpoli,,https://twitter.com/smkdattazz/status/1144746496262311937
thereds8,philipkv,Made me curious if China would label Scheer ‘large potato’. #PPC2019 #cdnpoli https://twitter.com/philipkv/status/1144432441043480576 …,10,19,5,1144757143389855744,https://twitter.com/thereds8/status/1144757143389855744,31960302,2019-06-28 23:59:06+00:00,Fri Jun 28 23:59:06 +0000 2019,,#PPC2019 #cdnpoli,,https://twitter.com/philipkv/status/1144432441043480576
BeautifulRed7,,". @stopthecutssk Why is Sasktel contracting out work? Union for 3,000 SaskTel employees seeks strike mandate https://www.cbc.ca/news/canada/saskatchewan/union-sasktel-employees-seeks-strike-mandate-1.5194161?__vfz=medium%3Dsharebar … #skpoli #cdnpoli #privatization?",0,1,0,1144757069217763328,https://twitter.com/BeautifulRed7/status/1144757069217763328,624022720,2019-06-28 23:58:48+00:00,Fri Jun 28 23:58:48 +0000 2019,@stopthecutssk,#skpoli #cdnpoli #privatization,,https://www.cbc.ca/news/canada/saskatchewan/union-sasktel-employees-seeks-strike-mandate-1.5194161?__vfz=medium%3Dsharebar
AARock1,ElizabethMay,"From the UN IPPC; ""“We have not identified any pathways that get to 1.5°C without carbon dioxide removal,” said Jim Skea, co-chair of IPCC Working Group III,"" The UN admits simply cutting C02 emissions wont be enuf. #CDNpoli #climatechange",0,0,0,1144756965597483008,https://twitter.com/AARock1/status/1144756965597483008,108154659,2019-06-28 23:58:23+00:00,Fri Jun 28 23:58:23 +0000 2019,,#CDNpoli #climatechange,,
ValTremblay_Sag,ValTremblay_Sag,"N’oubliez pas, le 1er juillet est la fête nationale du déménagement, rien ne nous empêche de célébrer encore le Québec debout et prêt à se défendre jusqu’à #PaysQc! @BlocQuebecois #Polqc #Polcan https://twitter.com/ValTremblay_Sag/status/1143228220336222208 …",15,65,30,1144756951127076865,https://twitter.com/ValTremblay_Sag/status/1144756951127076865,4091664921,2019-06-28 23:58:20+00:00,Fri Jun 28 23:58:20 +0000 2019,@BlocQuebecois,#PaysQc #Polqc #Polcan,,https://twitter.com/ValTremblay_Sag/status/1143228220336222208
AntoniaZ,,Yahoo! >> RCMP launch hate crime probe of leader of nationalist group vying for party status in federal election | CBC News https://www.cbc.ca/news/canada/rcmp-hate-elections-canada-canadian-nationalist-party-1.5193358?__vfz=medium%3Dsharebar … #elxn43 #cdnpoli #hate,0,0,0,1144756941996138497,https://twitter.com/AntoniaZ/status/1144756941996138497,10085872,2019-06-28 23:58:18+00:00,Fri Jun 28 23:58:18 +0000 2019,,#elxn43 #cdnpoli #hate,,https://www.cbc.ca/news/canada/rcmp-hate-elections-canada-canadian-nationalist-party-1.5193358?__vfz=medium%3Dsharebar
OtagoGrad,,UK Equalities Chief Who Popularised The Term 'Islamophobia' Admits: 'I Thought Muslims Would Blend into Britain... I Should Have Known Better' He admitted he “got almost everything wrong” on Muslim immigration in the UK. #cdnpoli https://www.breitbart.com/europe/2016/04/10/thought-europes-muslims-gradually-blend-britains-diverse-landscape-known-better/ …,74,55,9,1144756890301325312,https://twitter.com/OtagoGrad/status/1144756890301325312,101193997,2019-06-28 23:58:05+00:00,Fri Jun 28 23:58:05 +0000 2019,,#cdnpoli,,https://www.breitbart.com/europe/2016/04/10/thought-europes-muslims-gradually-blend-britains-diverse-landscape-known-better/
