username,to,text,retweets,favorites,replies,id,permalink,author_id,date,formatted_date,mentions,hashtags,geo,urls
nomnommtl,PnPCBC,Yet Mr Scheer is quick to politicize everything and divide the public to get votes #hypocrites #cdnpoli,0,0,0,1151642646739410944,https://twitter.com/nomnommtl/status/1151642646739410944,466118842,2019-07-17 23:59:38+00:00,Wed Jul 17 23:59:38 +0000 2019,,#hypocrites #cdnpoli,,
KM0331,impishchimp,Neither Trudeau nor Scheer have denounced this shit. Only Jagmeet Singh had the guts to. #NDP #cdnpoli,0,1,0,1151642601281355776,https://twitter.com/KM0331/status/1151642601281355776,74276700,2019-07-17 23:59:27+00:00,Wed Jul 17 23:59:27 +0000 2019,,#NDP #cdnpoli,,
happy_pipes,,This must be the diversity & type of Canadian immigrants & citizens Ahmed & Justin we’re talking about. Because I do. #cdnpoli pic.twitter.com/3Vu2dM0o0R,0,0,0,1151642592322260992,https://twitter.com/happy_pipes/status/1151642592322260992,4370012892,2019-07-17 23:59:25+00:00,Wed Jul 17 23:59:25 +0000 2019,,#cdnpoli,,
MPxMcConnell,RobertFife,"Hey @globeandmail M. Leblanc had ethics commissioner pre-aproval to take this flight. If he was my mom I would have moved heaven & earth, carried her on my back, & yes taken this flight. How friggen (see Cdn dic.) craven are you for clicks? #cdnpoli",0,4,0,1151642560001204224,https://twitter.com/MPxMcConnell/status/1151642560001204224,779676648048328704,2019-07-17 23:59:17+00:00,Wed Jul 17 23:59:17 +0000 2019,@globeandmail,#cdnpoli,,
OrcaCedarbough,,The Green New Deal in Canada: Challenges for Indigenous Participation https://yellowheadinstitute.org/2019/07/15/green-new-deal-in-canada/ … #GreenNewDeal #RedDeal #BCpoli #CDNPOLI @ErielTD,1,1,0,1151642542326181888,https://twitter.com/OrcaCedarbough/status/1151642542326181888,85990357,2019-07-17 23:59:13+00:00,Wed Jul 17 23:59:13 +0000 2019,@ErielTD,#GreenNewDeal #RedDeal #BCpoli #CDNPOLI,,https://yellowheadinstitute.org/2019/07/15/green-new-deal-in-canada/
Opus420,,#NoPlanAndy @AndrewScheer this is closer to the truth than most people realize #cdnpoli pic.twitter.com/OcPzKGs3kJ,0,0,0,1151642449489453056,https://twitter.com/Opus420/status/1151642449489453056,26248921,2019-07-17 23:58:51+00:00,Wed Jul 17 23:58:51 +0000 2019,@AndrewScheer,#NoPlanAndy #cdnpoli,,
otiose94,,#uspoli #donnyt Superficial by @deAdder pic.twitter.com/RZMNvU4Vg6 http://wp.me/p2WW3S-Gg #uspolitics #cdnpoli,0,0,0,1151642380371542016,https://twitter.com/otiose94/status/1151642380371542016,373149557,2019-07-17 23:58:34+00:00,Wed Jul 17 23:58:34 +0000 2019,@deAdder,#uspoli #donnyt #uspolitics #cdnpoli,,http://wp.me/p2WW3S-Gg
NunoMAguiar,AndrewScheer,Do any of those people realize that your party just changed it immigration and citizenship policies that would essentially create a second class of Canadian citizens? #cdnpoli,0,0,0,1151642379209859073,https://twitter.com/NunoMAguiar/status/1151642379209859073,2660180153,2019-07-17 23:58:34+00:00,Wed Jul 17 23:58:34 +0000 2019,,#cdnpoli,,
JasonJJKK,TwitterSupport,Why is Twitter openly interfering in Canada’s upcoming election? Why are you working with the governing @liberal_party to try and stack the deck against democracy? As a person if this continues I will drop Twitter from my communication wants. #Cdnpoli,0,2,0,1151642233516564480,https://twitter.com/JasonJJKK/status/1151642233516564480,1862544360,2019-07-17 23:57:59+00:00,Wed Jul 17 23:57:59 +0000 2019,@liberal_party,#Cdnpoli,,
deepgreendesign,RobertMuir_PEng,#TorontoFlood ~ #NothingBurgers #climate #cdnpoli #topoli #onpoli #flooding #design,0,1,1,1151642097046265856,https://twitter.com/deepgreendesign/status/1151642097046265856,77254498,2019-07-17 23:57:27+00:00,Wed Jul 17 23:57:27 +0000 2019,,#TorontoFlood #NothingBurgers #climate #cdnpoli #topoli #onpoli #flooding #design,,
IAmTrevorScott,JaroGiesbrecht,Grifters gotta grift. #cdnpoli,0,1,0,1151641983967850496,https://twitter.com/IAmTrevorScott/status/1151641983967850496,1141338474,2019-07-17 23:57:00+00:00,Wed Jul 17 23:57:00 +0000 2019,,#cdnpoli,,
FASTHANDSED,2muchfun4me,"Yeah so there, @AndrewScheer , @CPC_HQ and @realDonaldTrump. #cdnpoli #TrumpRussia #smirkhttps://twitter.com/2muchfun4me/status/1151182028689178629 …",1,6,0,1151641934898839552,https://twitter.com/FASTHANDSED/status/1151641934898839552,488515896,2019-07-17 23:56:48+00:00,Wed Jul 17 23:56:48 +0000 2019,@AndrewScheer @CPC_HQ @realDonaldTrump,#cdnpoli #TrumpRussia #smirkhttps,,https://twitter.com/2muchfun4me/status/1151182028689178629
