username,to,text,retweets,favorites,replies,id,permalink,author_id,date,formatted_date,mentions,hashtags,geo,urls
beachmagoo,TorontoStar,We in Canada do not need to move backwards. #cdnpoli,0,11,1,1129899391525875712,https://twitter.com/beachmagoo/status/1129899391525875712,187413029,2019-05-18 23:59:42+00:00,Sat May 18 23:59:42 +0000 2019,,#cdnpoli,,
Pollymander,ruthmkb,Compare to Elizabeth May's remarks. #cdnpoli https://twitter.com/ruthmkb/status/1129552701094846465 …,0,0,0,1129899340707844098,https://twitter.com/Pollymander/status/1129899340707844098,39604451,2019-05-18 23:59:29+00:00,Sat May 18 23:59:29 +0000 2019,,#cdnpoli,,https://twitter.com/ruthmkb/status/1129552701094846465
DavidDa111877,DavidHamer_1951,#Alberta #abpoli #cdnpoli @jkenney #UCP #ableghttps://twitter.com/DavidHamer_1951/status/1129718453621932032 …,0,0,0,1129899307249807360,https://twitter.com/DavidDa111877/status/1129899307249807360,965235324472274944,2019-05-18 23:59:22+00:00,Sat May 18 23:59:22 +0000 2019,@jkenney,#Alberta #abpoli #cdnpoli #UCP #ableghttps,,https://twitter.com/DavidHamer_1951/status/1129718453621932032
TrueNorthTasha,DouglasTodd,"This “housing crisis” that countries such as America, England, and Canada have been experiencing in its cities is actually an immigration crisis, yet most articles about housing prices rarely discuss immigration policies. #cdnpoli #immigration #ukpoli",0,2,1,1129899299314294789,https://twitter.com/TrueNorthTasha/status/1129899299314294789,872259474010124289,2019-05-18 23:59:20+00:00,Sat May 18 23:59:20 +0000 2019,,#cdnpoli #immigration #ukpoli,,
GGeorgieGirl,sqirlgirly,"From everything I've read, he's just going to keep hammering the same drum until someone agrees we need laws to regulate a woman's body. In short, you're confusing him with the facts. His mind is already made up. #cdnpoli #canpolihttps://twitter.com/sqirlgirly/status/1129863720908263424 …",2,5,1,1129899156170952704,https://twitter.com/GGeorgieGirl/status/1129899156170952704,215108502,2019-05-18 23:58:45+00:00,Sat May 18 23:58:45 +0000 2019,,#cdnpoli #canpolihttps,,https://twitter.com/sqirlgirly/status/1129863720908263424
TheGentYYC,TheGentYYC,#FearAndLoathingInAB #abpoli #cdnpoli https://twitter.com/TheGentYYC/status/1122910073947283464 …,0,0,0,1129899153881018368,https://twitter.com/TheGentYYC/status/1129899153881018368,182230187,2019-05-18 23:58:45+00:00,Sat May 18 23:58:45 +0000 2019,,#FearAndLoathingInAB #abpoli #cdnpoli,,https://twitter.com/TheGentYYC/status/1122910073947283464
DianeMariePosts,AGMacDougall,"In the UK, the AG is not a cabinet minister. As for ""intervention"", there was none except a desire for the former AG to consult senior and independent advice, which she apparently felt was an offence to her experience and expertise. #cdnpoli https://twitter.com/AGMacDougall/status/1129871032460939266 …",28,74,6,1129899105323560960,https://twitter.com/DianeMariePosts/status/1129899105323560960,3237611533,2019-05-18 23:58:33+00:00,Sat May 18 23:58:33 +0000 2019,,#cdnpoli,,https://twitter.com/AGMacDougall/status/1129871032460939266
OtagoGrad,DannyHozack,"I too will want a ""second country"" if @JustinTrudeau is re-elected. #bcpoli #abpoli #skpoli #mbpoli #cdnpoli pic.twitter.com/rfkEdYli7l",13,26,5,1129898890830974976,https://twitter.com/OtagoGrad/status/1129898890830974976,101193997,2019-05-18 23:57:42+00:00,Sat May 18 23:57:42 +0000 2019,@JustinTrudeau,#bcpoli #abpoli #skpoli #mbpoli #cdnpoli,,
DavidDa111877,JimBair62221006,#Alberta #CdnPoli @jkenney #UCP @JasonNixonAB #abpolihttps://twitter.com/JimBair62221006/status/1129897012415963138 …,0,1,0,1129898878117982214,https://twitter.com/DavidDa111877/status/1129898878117982214,965235324472274944,2019-05-18 23:57:39+00:00,Sat May 18 23:57:39 +0000 2019,@jkenney @JasonNixonAB,#Alberta #CdnPoli #UCP #abpolihttps,,https://twitter.com/JimBair62221006/status/1129897012415963138
LRCBrown,CBCNews,` #cdnpoli #bcpoli' ... Canada and Its Ukrainian Nazi Collaborators: Chrystia Freeland’s Family Lie Grows Bigger and Blacker https://off-guardian.org/2017/06/30/canada-and-its-ukrainian-nazi-collaborators-chrystia-freelands-family-lie-grows-bigger-and-blacker/ … … pic.twitter.com/Tm0cgLvxkv,0,0,0,1129898844978929664,https://twitter.com/LRCBrown/status/1129898844978929664,437298305,2019-05-18 23:57:31+00:00,Sat May 18 23:57:31 +0000 2019,,#cdnpoli #bcpoli,,https://off-guardian.org/2017/06/30/canada-and-its-ukrainian-nazi-collaborators-chrystia-freelands-family-lie-grows-bigger-and-blacker/
