username,to,text,retweets,favorites,replies,id,permalink,author_id,date,formatted_date,mentions,hashtags,geo,urls
theyworry,,anybody notice the similarities #uspoli #USA #topoli #cdnpoli #onpolipic.twitter.com/tTs3dY9aZB,0,0,1,1150917872585236483,https://twitter.com/theyworry/status/1150917872585236483,3177179058,2019-07-15 23:59:38+00:00,Mon Jul 15 23:59:38 +0000 2019,,#uspoli #USA #topoli #cdnpoli #onpolipic,,
Nortonvt,tylermeredith,"CPC showing their true colours, Scheer lies as much as Trump #cdnpoli https://twitter.com/tylermeredith/status/1150445641090392064 …",0,0,0,1150917801349136386,https://twitter.com/Nortonvt/status/1150917801349136386,568592688,2019-07-15 23:59:21+00:00,Mon Jul 15 23:59:21 +0000 2019,,#cdnpoli,,https://twitter.com/tylermeredith/status/1150445641090392064
GodlessWomanOne,kshahrooz,Okay everyone starting in 6 minutes. Please wish me luck and share this video if you do not mind. Thank you. #CDNpoli https://www.youtube.com/watch?v=VWQ1IiKxK64 …,6,4,0,1150917741433577472,https://twitter.com/GodlessWomanOne/status/1150917741433577472,2516858826,2019-07-15 23:59:07+00:00,Mon Jul 15 23:59:07 +0000 2019,,#CDNpoli,,https://www.youtube.com/watch?v=VWQ1IiKxK64
JordicusMaximus,,You know the fastest way to seriously up the crazy level of a country? The unhinged ramblings of its leader over social media. #USPoli #Cdnpoli,0,1,0,1150917720285728768,https://twitter.com/JordicusMaximus/status/1150917720285728768,23829086,2019-07-15 23:59:02+00:00,Mon Jul 15 23:59:02 +0000 2019,,#USPoli #Cdnpoli,,
jonnysas_,SarahJama_,"A good journalist needs to do a story on the unabashedly Left movements organizing the victories of an incredible slate of candidates running with @theJagmeetSingh and the NDP, many from Black, Indigenous and other communities of colour. #cdnpoli https://twitter.com/SarahJama_/status/1150915695309406211 …",18,53,2,1150917711297273856,https://twitter.com/jonnysas_/status/1150917711297273856,1039054337132003328,2019-07-15 23:59:00+00:00,Mon Jul 15 23:59:00 +0000 2019,@theJagmeetSingh,#cdnpoli,,https://twitter.com/SarahJama_/status/1150915695309406211
GodlessWomanOne,peoplefor,Okay everyone starting in 6 minutes. Please wish me luck and share this video if you do not mind. Thank you. #CDNpoli https://www.youtube.com/watch?v=VWQ1IiKxK64 …,0,0,0,1150917616833302530,https://twitter.com/GodlessWomanOne/status/1150917616833302530,2516858826,2019-07-15 23:58:37+00:00,Mon Jul 15 23:58:37 +0000 2019,,#CDNpoli,,https://www.youtube.com/watch?v=VWQ1IiKxK64
reid_henry,,Meet the refugee serving up traditional Syrian ice cream at a Halifax shop | The Star #RefugeesWelcome #ahlanwasahlan #syria #refugee #GoodNews #cdnpoli https://www.thestar.com/halifax/2019/06/25/meet-the-refugee-serving-up-traditional-syrian-ice-cream-at-a-halifax-shop.html …,0,1,0,1150917554770046976,https://twitter.com/reid_henry/status/1150917554770046976,972620209,2019-07-15 23:58:22+00:00,Mon Jul 15 23:58:22 +0000 2019,,#RefugeesWelcome #ahlanwasahlan #syria #refugee #GoodNews #cdnpoli,,https://www.thestar.com/halifax/2019/06/25/meet-the-refugee-serving-up-traditional-syrian-ice-cream-at-a-halifax-shop.html
rachelcoffe,rachelcoffe,". @TomCoopster Canadians NEED progress. But now, even opposition politicians act like smiling & pointedly ignoring progressives = strength. This @NDP @CanadianGreens failure KEEPS #neoliberal Conservatives & Liberals in power, enacting virtually identical policies #cdnpoli https://twitter.com/rachelcoffe/status/1150901107348180992 …",0,0,0,1150917484146503682,https://twitter.com/rachelcoffe/status/1150917484146503682,301398268,2019-07-15 23:58:05+00:00,Mon Jul 15 23:58:05 +0000 2019,@TomCoopster @NDP @CanadianGreens,#neoliberal #cdnpoli,,https://twitter.com/rachelcoffe/status/1150901107348180992
SouvlakiForYou,,"https://www.cbc.ca/news/politics/trudeau-trump-tweets-1.5212019 … The air of superiority from a PM who threatened an Indigenous Liberal Cabinet Minister to circumvent the judicial system & when she wouldn’t, shuffled her out of cabinet & then kicked her & her supportive female colleague out of Liberal caucus. #cdnpoli",0,0,0,1150917430761254913,https://twitter.com/SouvlakiForYou/status/1150917430761254913,4903602804,2019-07-15 23:57:53+00:00,Mon Jul 15 23:57:53 +0000 2019,,#cdnpoli,,https://www.cbc.ca/news/politics/trudeau-trump-tweets-1.5212019
Nortonvt,Sir_Bradford,Another reason PMJT made the recent list of great leaders and Trump didn't. #cdnpoli https://twitter.com/Sir_Bradford/status/1150900443561771011 …,0,1,0,1150917278734487554,https://twitter.com/Nortonvt/status/1150917278734487554,568592688,2019-07-15 23:57:16+00:00,Mon Jul 15 23:57:16 +0000 2019,,#cdnpoli,,https://twitter.com/Sir_Bradford/status/1150900443561771011
